fixture_id,date,status,home_team,away_team,home_goals,away_goals,home_attack_form,home_defense_form,away_attack_form,away_defense_form
1005829,2023-08-13T21:30:00+00:00,FT,Flamengo,Sao Paulo,1,1,0.9333059423012051,1.599032290005269,0.6696984408278739,1.1721432221743793
1005831,2023-08-14T22:00:00+00:00,FT,Palmeiras,Cruzeiro,1,0,1.8977342384289817,1.261146180382603,0.8098044483582034,0.8844837116968252
1005833,2023-08-15T00:00:00+00:00,FT,RB Bragantino,Vasco DA Gama,1,1,1.2328439749890967,0.2405908827820824,0.6510076952638942,1.366880679749926
1005836,2023-08-15T23:00:00+00:00,FT,Atletico Paranaense,Cuiaba,2,0,1.6868510195744328,1.2475958512530576,2.0736419177533163,0.519963122582312
1005841,2023-08-19T19:00:00+00:00,FT,Sao Paulo,Botafogo,0,0,0.7798486485384317,1.1147362522345512,2.1385387400087676,0.690108471599496
1005845,2023-08-19T19:00:00+00:00,FT,Internacional,Fortaleza EC,0,1,1.0132157378428877,1.8788430623171093,1.5430232555206875,1.1318355181951183
1005839,2023-08-19T21:30:00+00:00,FT,Fluminense,America Mineiro,3,1,1.1039811621626685,1.1849231038511852,0.7291882963287284,2.1574291650616493
1005848,2023-08-19T21:30:00+00:00,FT,Cuiaba,Palmeiras,0,2,1.3821160026763681,1.0135313935752073,1.5983544441595254,0.840574403274736
1005844,2023-08-20T00:00:00+00:00,FT,Cruzeiro,Corinthians,1,1,0.5397478115831223,0.9230065184993101,2.0253448314539106,1.0462271477061924
1005840,2023-08-20T14:00:00+00:00,FT,Vasco DA Gama,Atletico-MG,1,0,0.7674172307973885,1.244504315153016,1.050119148334496,0.567340217662088
1005847,2023-08-20T19:00:00+00:00,FT,Bahia,RB Bragantino,4,0,0.7993933522893649,0.8671464778868027,1.1551942894305873,0.4938414947637653
1005842,2023-08-20T19:00:00+00:00,FT,Santos,Gremio,2,1,0.7137224950601331,2.485999968156309,1.2545299882403413,0.9976033165448106
1005846,2023-08-20T19:00:00+00:00,FT,Coritiba,Flamengo,2,3,0.9071850122823694,2.0365415480948466,0.9555473278005507,1.3992647462649552
1005843,2023-08-21T23:00:00+00:00,FT,Goias,Atletico Paranaense,1,1,1.0050845097383252,0.4639844379121831,1.791281120736173,0.8315428889273759
1005849,2023-08-26T21:30:00+00:00,FT,Flamengo,Internacional,0,0,1.6372365553548511,1.5995700683943828,0.6753755603381103,1.5858072506111387
1005852,2023-08-27T00:00:00+00:00,FT,Corinthians,Goias,1,1,1.6834089761019864,1.0308111444197827,1.0033891633196272,0.6427100398522027
1005853,2023-08-27T14:00:00+00:00,FT,RB Bragantino,Cuiaba,2,0,0.770013691442036,1.6629125696867748,0.921272079475501,1.3424531785910656
1005850,2023-08-27T19:00:00+00:00,FT,Botafogo,Bahia,3,0,1.4254780555551714,0.46000311512419345,1.8665831694230584,0.5780107005096982
1005858,2023-08-27T19:00:00+00:00,FT,America Mineiro,Sao Paulo,2,1,0.8194996030164927,2.438412859816032,0.5198209012296566,0.7430457234951248
1005854,2023-08-27T19:00:00+00:00,FT,Atletico-MG,Santos,2,0,0.6999741335819677,0.711603529220405,1.1426106423311644,1.9905176397009379
1005851,2023-08-27T21:30:00+00:00,FT,Palmeiras,Vasco DA Gama,1,0,1.7322765703278733,0.5602986485643962,0.8449798084666446,0.8294823299272238
1005856,2023-08-27T21:30:00+00:00,FT,Atletico Paranaense,Fluminense,2,2,1.5274414029927241,0.8877121509918211,1.736177561017551,1.1232635264320412
1005857,2023-08-27T21:30:00+00:00,FT,Fortaleza EC,Coritiba,3,1,1.3619610530869761,0.754443519540096,1.2715662547376205,2.3577909743059777
1005855,2023-08-27T22:00:00+00:00,FT,Gremio,Cruzeiro,3,0,1.169648369323644,1.3318863370903617,0.69321135860891,0.9486787327034458
1005866,2023-09-02T19:00:00+00:00,FT,Atletico Paranaense,Atletico-MG,1,1,1.6849925220864153,1.258549114863319,1.13340298537313,0.47435478781623885
1005863,2023-09-02T19:00:00+00:00,FT,Goias,Internacional,0,0,1.0022592156746577,0.7618305752074382,0.45020523011097974,1.0570988352252957
1005860,2023-09-03T00:00:00+00:00,FT,Botafogo,Flamengo,1,2,1.9504239478865675,0.30663799589161556,1.0913816007505976,1.0662731271466364
1005865,2023-09-03T14:00:00+00:00,FT,Gremio,Cuiaba,2,0,1.7799491144742732,0.8877906724328429,0.61411980665609,1.5616794041333806
1005862,2023-09-03T19:00:00+00:00,FT,Corinthians,Palmeiras,0,0,1.4555374565713108,1.0205376734193563,1.4881354333939705,0.3734949808985129
1005859,2023-09-03T19:00:00+00:00,FT,Fluminense,Fortaleza EC,1,0,1.8241360084290408,1.4155676204336607,1.9080835251774042,0.8363120931776851
1005867,2023-09-03T21:30:00+00:00,FT,Bahia,Vasco DA Gama,1,1,1.2442640134782068,1.3855023575957006,0.5632351436156239,0.8863386516102381
1005868,2023-09-03T21:30:00+00:00,FT,America Mineiro,Santos,2,0,1.213118107709726,1.9587976725115133,0.7616640538494313,1.9936790602871428
1005864,2023-09-03T21:30:00+00:00,FT,Cruzeiro,RB Bragantino,0,0,0.4620945701112286,1.6325896028685787,1.1800913423629469,1.1084972274026035
1005875,2023-09-14T00:30:00+00:00,FT,Internacional,Sao Paulo,2,1,0.30011675967195545,0.7046854542374116,0.6799126969472207,1.1621144996577022
1005869,2023-09-14T00:30:00+00:00,FT,Flamengo,Atletico Paranaense,0,3,1.3942948870366771,1.0441791317432563,1.456631159254677,1.1723545560536994
1005872,2023-09-14T22:00:00+00:00,FT,Santos,Cruzeiro,0,3,0.5077420974064385,1.9957863218420702,0.3080424565694199,1.088320323080789
1005877,2023-09-14T22:00:00+00:00,FT,Fortaleza EC,Corinthians,2,1,1.271970662398839,0.8908820224480994,0.9702610133579336,0.6802902341752965
1005876,2023-09-14T23:00:00+00:00,FT,Coritiba,Bahia,2,4,1.18102601779567,2.5719035760678377,1.1628317916508328,1.2569843943816492
1005873,2023-09-15T00:30:00+00:00,FT,RB Bragantino,Gremio,2,0,0.7866749786527155,0.7389487587947563,1.8533141182890323,0.5918011065915909
1005878,2023-09-15T23:00:00+00:00,FT,Cuiaba,America Mineiro,2,2,0.4093858402723575,1.7078058002645973,1.475464668559586,1.3057341850694377
1005871,2023-09-16T00:30:00+00:00,FT,Palmeiras,Goias,1,0,0.9920239800704336,0.24898001161241254,0.6681281514332589,0.5078531042251929
1005870,2023-09-16T19:00:00+00:00,FT,Vasco DA Gama,Fluminense,4,2,0.7088526233100927,0.9242333650910918,1.5493872834789864,0.9436486715988728
1005874,2023-09-17T00:00:00+00:00,FT,Atletico-MG,Botafogo,1,0,1.088929379365228,0.6495932804272846,1.633573615935182,0.8711674506772402
1005887,2023-09-18T23:00:00+00:00,FT,Bahia,Santos,1,2,2.1086388037006096,1.5046783336370695,0.3384796495097401,2.3305540439683217
1005792,2023-09-19T00:00:00+00:00,FT,Corinthians,Gremio,4,4,0.9801753340254523,1.120252293539302,1.2354601649076367,1.0612634847463134
1005888,2023-09-20T00:30:00+00:00,FT,America Mineiro,RB Bragantino,0,2,1.6503331514683952,1.537187058718516,1.1911526933361998,0.4926105559498067
1005883,2023-09-20T22:00:00+00:00,FT,Goias,Flamengo,0,0,0.44539892138132625,0.6719166883343581,0.9294885082172282,1.696177517340158
1005879,2023-09-21T00:30:00+00:00,FT,Fluminense,Cruzeiro,1,0,1.6996049074288746,1.96252323433459,1.2054416002734831,0.7255145543227144
1005881,2023-09-21T00:30:00+00:00,FT,Sao Paulo,Fortaleza EC,1,2,0.7866227271934294,1.4414470012335097,1.5146687338261184,0.9272579228989677
1005880,2023-09-21T22:00:00+00:00,FT,Vasco DA Gama,Coritiba,5,1,1.8060483969687613,1.282870177779858,1.4540538373261183,3.047999350998266
1005886,2023-09-21T22:30:00+00:00,FT,Atletico Paranaense,Internacional,2,1,1.9711332841059275,0.7815348801313932,0.8667950001925101,0.8031324082532506
1005885,2023-09-22T00:30:00+00:00,FT,Gremio,Palmeiras,1,0,2.157055561834311,2.040929616107248,0.9946828903019219,0.1659792786455523
1005882,2023-09-22T23:00:00+00:00,FT,Corinthians,Botafogo,1,0,1.9868732576221264,2.080253736418007,1.089000553222766,0.9141154606581553
1005884,2023-09-24T00:00:00+00:00,FT,Atletico-MG,Cuiaba,1,0,1.0592836113302733,0.43304289127498574,0.9396378081708083,1.805212546250525
1005798,2023-09-25T23:00:00+00:00,FT,America Mineiro,Vasco DA Gama,0,1,1.100173079082262,1.6914717866536664,2.870793805226486,1.1885717160754574
1005861,2023-09-27T22:00:00+00:00,FT,Sao Paulo,Coritiba,2,1,0.8577548230059437,1.6276479255495777,1.302689070891974,3.6987242167001106
1005889,2023-09-30T19:00:00+00:00,FT,Flamengo,Bahia,1,0,0.6196405995233215,1.130751423445252,1.739070582268368,1.669795364236728
1005897,2023-09-30T19:00:00+00:00,FT,Fortaleza EC,Gremio,1,1,1.6764554331971218,0.9515067223887386,1.771347462263888,1.3605793290927288
1005891,2023-09-30T21:30:00+00:00,FT,Sao Paulo,Corinthians,2,1,1.238525834350815,1.418419521531316,1.6578959627799876,1.3867946305942198
1005898,2023-09-30T21:30:00+00:00,FT,Cuiaba,Fluminense,3,0,0.626406598513498,1.536792419154653,1.4663894178747316,1.3083099605329727
1005895,2023-10-01T00:00:00+00:00,FT,Internacional,Atletico-MG,0,2,0.911199304552427,1.2021119728285374,1.0395212336051958,0.2886866856305811
1005892,2023-10-01T19:00:00+00:00,FT,Santos,Vasco DA Gama,4,1,0.8923526681651326,1.8870096813612538,2.2471588242424376,0.792357607667525
1005894,2023-10-01T19:00:00+00:00,FT,Cruzeiro,America Mineiro,1,1,0.8036038630713741,0.817015138308574,0.7334269334964498,1.4609674984119383
1005896,2023-10-01T19:00:00+00:00,FT,Coritiba,Atletico Paranaense,2,0,1.2017867200062533,3.1324491725882013,1.9807560943629308,0.8543609128530711
1005893,2023-10-01T21:30:00+00:00,FT,RB Bragantino,Palmeiras,2,1,1.460784479212896,0.3283972825072495,0.6631022299182947,0.44400270124247215
1005890,2023-10-02T23:00:00+00:00,FT,Botafogo,Goias,1,1,0.7259788041644949,0.9427453411450596,0.29692379435773025,0.44793115343382295
1005903,2023-10-07T19:00:00+00:00,FT,Goias,Bahia,4,6,0.5312918110440259,0.6319613902782185,1.1593574303044403,1.446521400700393
1005900,2023-10-07T21:30:00+00:00,FT,Vasco DA Gama,Sao Paulo,0,0,1.8314227521284654,1.8616140832768737,1.492360608631109,1.2789408240343065
1005902,2023-10-08T00:00:00+00:00,FT,Corinthians,Flamengo,1,1,1.4385886234826606,1.5912045154625802,0.7464320875616249,0.7538193549847964
1005905,2023-10-08T19:00:00+00:00,FT,Internacional,Gremio,3,2,0.6074541740814022,1.46808518165743,1.5142214587723455,1.2403814593037228
1005901,2023-10-08T19:00:00+00:00,FT,Palmeiras,Santos,1,2,0.7754059340778683,0.9626890085765382,1.9282761368839385,1.5913280779534513
1005899,2023-10-08T19:00:00+00:00,FT,Fluminense,Botafogo,0,2,0.9775735871027018,1.8722289727482422,0.8173228201937487,0.9618309832620827
1005906,2023-10-08T21:30:00+00:00,FT,Atletico Paranaense,RB Bragantino,1,1,1.3204779144875975,1.236255732416257,1.6405301044511964,0.5522737209882154
1005907,2023-10-08T21:30:00+00:00,FT,Fortaleza EC,America Mineiro,3,2,1.4509613587528722,0.9676717884301742,0.8222881414239008,1.3073055802690015
1005904,2023-10-08T21:30:00+00:00,FT,Atletico-MG,Coritiba,1,2,1.3596935019066287,0.1924539794004334,1.4678683507363122,2.0882580962034267
1005908,2023-10-15T00:00:00+00:00,FT,Cuiaba,Cruzeiro,0,0,1.4176357333665077,1.0245079918829523,0.8690718347185785,0.8780125078313541
1005915,2023-10-18T22:00:00+00:00,FT,Gremio,Atletico Paranaense,1,2,1.6761519143753214,1.8269364587532768,1.2136491225600674,1.1575017423937737
1005918,2023-10-18T23:00:00+00:00,FT,America Mineiro,Botafogo,1,2,1.2148691256442032,1.871551950417333,1.211558955189097,0.6412121907170718
1005916,2023-10-18T23:00:00+00:00,FT,Coritiba,Cuiaba,0,3,1.6452502502913404,1.7254958200302115,0.945078012716765,0.682996311529106
1005917,2023-10-19T00:30:00+00:00,FT,Bahia,Internacional,1,0,2.772947554604767,2.2977034062127752,1.4049905054782112,1.6453948023304876
1005910,2023-10-19T00:30:00+00:00,FT,Vasco DA Gama,Fortaleza EC,1,0,1.2209323836071486,1.241059672001081,1.9673212051344164,1.3117902775030936
1005913,2023-10-19T00:30:00+00:00,FT,Goias,Sao Paulo,2,0,1.6875584011077178,2.421354836044384,0.994893938594897,0.8526159604416474
1005911,2023-10-19T22:00:00+00:00,FT,Palmeiras,Atletico-MG,0,2,0.8502725993047537,1.308468468119313,1.2397925023812622,0.7949852272800408
1005914,2023-10-19T22:00:00+00:00,FT,Cruzeiro,Flamengo,0,2,0.5793735747006612,0.5853339447582828,0.8309569566175414,0.8358817365531591
1005912,2023-10-19T23:00:00+00:00,FT,Santos,RB Bragantino,1,3,1.9521847224765378,1.3942135145315147,1.4270144325174785,0.7015197542991577
1005909,2023-10-20T00:30:00+00:00,FT,Fluminense,Corinthians,3,3,0.6517071213981349,1.9148204396406452,1.292388555765906,1.3941311406250376
1005921,2023-10-21T21:30:00+00:00,FT,Sao Paulo,Gremio,3,0,0.6632567886024303,1.2350840387610138,1.4507639758759925,1.8846253212140593
1005928,2023-10-21T21:30:00+00:00,FT,Cuiaba,Goias,1,1,1.630064064880219,0.45532686715518744,1.791707433859959,1.614222351067804
1005927,2023-10-21T21:30:00+00:00,FT,Bahia,Fortaleza EC,2,0,2.181954634368823,1.531788789986872,1.311535927648488,1.2078583557019404
1005920,2023-10-22T00:00:00+00:00,FT,Botafogo,Atletico Paranaense,1,1,1.4743772626435154,0.7608102321833597,1.4757706952943055,1.1050002375197077
1005925,2023-10-22T19:00:00+00:00,FT,Internacional,Santos,7,1,0.9366520937864756,1.4302594149673666,1.6347842284354672,1.9294850976404638
1005919,2023-10-22T19:00:00+00:00,FT,Flamengo,Vasco DA Gama,1,0,1.220644829953497,0.5572495868460753,1.1472869595089814,0.8273658332645555
1005924,2023-10-22T19:00:00+00:00,FT,Atletico-MG,Cruzeiro,0,1,1.4931994617896651,0.5299854872739673,0.3862456505663164,1.0568975964717953
1005922,2023-10-22T21:30:00+00:00,FT,Corinthians,America Mineiro,1,1,1.8616023892124332,1.9294301821861073,1.1432448231073356,1.914368720560539
1005926,2023-10-22T21:30:00+00:00,FT,Coritiba,Palmeiras,0,2,1.096823847370836,2.1503380243114174,0.5668434109147206,1.5389830360206236
1005923,2023-10-22T21:30:00+00:00,FT,RB Bragantino,Fluminense,1,0,1.9513521838519927,0.8010149207418034,1.434485191899813,2.2765533266013667
1005931,2023-10-25T23:00:00+00:00,FT,Palmeiras,Sao Paulo,5,0,1.044567879544799,1.025982671152672,1.4421803322623343,0.8233845283068305
1005934,2023-10-25T23:00:00+00:00,FT,Cruzeiro,Bahia,3,0,0.590832834329499,0.7045942637332878,2.1213023778878295,1.0211865352695089
1005938,2023-10-26T00:30:00+00:00,FT,Cuiaba,Corinthians,0,1,1.4200402455082388,0.636886708520076,1.5743982227649778,1.6196164861146904
1005935,2023-10-26T00:30:00+00:00,FT,Gremio,Flamengo,3,2,0.9671703094467213,2.2564212434492896,1.147095690279384,0.37149754495630294
1005933,2023-10-26T22:00:00+00:00,FT,RB Bragantino,Atletico-MG,1,2,1.6342310681469494,0.5340068140977274,0.9954604674084029,0.6866588299153192
1005929,2023-10-26T22:00:00+00:00,FT,Fluminense,Goias,5,3,0.9563178504682366,1.8510305579987876,1.5278018592481633,1.4094791649293883
1005936,2023-10-26T22:00:00+00:00,FT,Atletico Paranaense,America Mineiro,3,2,1.3171786026156524,1.0699997476519885,1.0954959884551234,1.6095755706085517
1005932,2023-10-27T00:30:00+00:00,FT,Santos,Coritiba,2,1,1.4231870027494449,3.619676564405904,0.7312116081664208,2.10022476151373
1005930,2023-10-27T22:00:00+00:00,FT,Vasco DA Gama,Internacional,1,2,0.7648534855454237,0.8849112307453184,2.9577917785043417,1.2868379270756882
1005941,2023-10-28T23:00:00+00:00,FT,Palmeiras,Bahia,1,0,2.3630555670877866,0.6839857721156114,1.4141960538185165,1.6807961834035232
1005948,2023-10-28T23:00:00+00:00,FT,America Mineiro,Gremio,3,4,1.3969996841923962,2.0730540060318434,1.6447855070393091,2.17094682699705
1005944,2023-10-29T01:00:00+00:00,FT,Atletico-MG,Fluminense,2,0,1.3303095976773316,0.791106703668597,2.3042224444880235,2.2340233680150536
1005946,2023-10-29T19:00:00+00:00,FT,Atletico Paranaense,Sao Paulo,1,1,1.878123456481532,1.3800022568068193,0.9614497942583821,2.2156005763464197
1005943,2023-10-29T19:00:00+00:00,FT,Goias,Vasco DA Gama,1,1,2.0185384116887573,2.6063288058132166,0.8432362701907907,1.256610394833252
1005945,2023-10-29T21:30:00+00:00,FT,Internacional,Coritiba,3,4,2.6385253548291088,1.1912245367677476,0.8208084396616026,2.0668162463329467
1005942,2023-10-29T21:30:00+00:00,FT,Corinthians,Santos,1,1,1.382930650727604,1.0797401008164629,1.615459505912033,2.7464442119526904
1005940,2023-10-29T23:00:00+00:00,FT,Botafogo,Cuiaba,0,1,1.3162496529653525,0.8405410903479151,0.9466897941540984,0.7579254191892888
1005957,2023-10-31T22:00:00+00:00,FT,Bahia,Fluminense,1,0,0.9427949108105765,1.4538629387905748,1.5361442907247709,2.156015171856545
1005955,2023-11-01T22:00:00+00:00,FT,Internacional,America Mineiro,1,1,2.7590175315975607,2.127487907214301,1.9313359094091342,2.7153726871075365
1005952,2023-11-01T22:00:00+00:00,FT,Corinthians,Atletico Paranaense,1,0,1.2552864348083508,1.0531599285928506,1.5854141111472964,1.2533341772851383
1005949,2023-11-01T23:00:00+00:00,FT,Flamengo,Santos,1,2,1.4313993508588427,1.247671883969557,1.4103052673758347,2.1642931053284387
1005956,2023-11-01T23:00:00+00:00,FT,Coritiba,Gremio,1,2,1.880544486398614,2.3778791197777496,2.429861098936706,2.4472993258692495
1005950,2023-11-02T00:30:00+00:00,FT,Botafogo,Palmeiras,3,4,0.877496336433194,0.8936944760318812,1.9087013418913867,0.45598932572060175
1005954,2023-11-02T00:30:00+00:00,FT,Atletico-MG,Fortaleza EC,3,1,1.5535408959573267,0.5274030938730078,0.874352155200404,1.4719086688247927
1005958,2023-11-02T20:00:00+00:00,FT,Cuiaba,Vasco DA Gama,0,2,0.964459955442479,0.5052822952349538,0.8954911193078655,1.1710731504706418
1005953,2023-11-02T21:00:00+00:00,FT,Goias,RB Bragantino,0,2,1.6790238371917279,2.0708830781417804,1.422819058297377,1.0226750320752924
1005951,2023-11-02T23:00:00+00:00,FT,Sao Paulo,Cruzeiro,1,0,0.9742999298535998,1.8103982710624096,1.3938948382866894,0.4697276718781241
1005965,2023-11-04T22:30:00+00:00,FT,Gremio,Bahia,1,0,2.2865735677857413,1.9648645399506568,0.9618633401694987,0.9692402742915438
1005968,2023-11-04T22:30:00+00:00,FT,America Mineiro,Atletico-MG,1,1,1.6208895269344943,2.1435798034355327,2.0356956069599823,0.6849359436145285
1005961,2023-11-05T00:30:00+00:00,FT,Palmeiras,Atletico Paranaense,1,0,2.6058033182296354,1.303995832103424,1.056940903406191,1.1688891579308904
1005964,2023-11-05T19:00:00+00:00,FT,Cruzeiro,Internacional,1,2,0.9292608024137988,0.646486036397088,2.1726763158482587,1.751657298147968
1005967,2023-11-05T19:00:00+00:00,FT,Fortaleza EC,Flamengo,0,2,0.9162350977688924,1.9812764304851342,1.2875988173057777,1.4984492304740697
1005963,2023-11-05T19:00:00+00:00,FT,RB Bragantino,Corinthians,1,0,1.6152137088879748,0.6817815769250909,1.1701906606838668,0.7021053985400723
1005966,2023-11-05T21:30:00+00:00,FT,Coritiba,Goias,0,1,1.5870286371237072,2.251918975255749,1.119347278950186,2.0472553032804592
1005960,2023-11-06T22:00:00+00:00,FT,Vasco DA Gama,Botafogo,1,0,1.2636620262360934,0.780714076473978,1.5850012473274884,1.9291350506089364
1005962,2023-11-07T00:00:00+00:00,FT,Santos,Cuiaba,0,0,1.6068708616560616,1.7761940542366654,0.6429721859021356,1.0035232624059705
1005975,2023-11-08T22:00:00+00:00,FT,Internacional,Fluminense,0,0,2.115117410487656,1.5011042846951874,1.024094413557327,1.770675441515483
1005978,2023-11-08T22:00:00+00:00,FT,America Mineiro,Coritiba,0,3,1.4139258715851588,1.762385652084252,1.0580178652640457,1.8346116829273018
1005976,2023-11-08T23:00:00+00:00,FT,Atletico Paranaense,Fortaleza EC,1,1,0.7046264523359718,1.112592641468734,0.6108218057532474,1.987517652871991
1005971,2023-11-08T23:00:00+00:00,FT,Sao Paulo,RB Bragantino,1,0,0.982866649686572,1.206930082612298,1.4101417596121781,0.45452026115715194
1005969,2023-11-09T00:30:00+00:00,FT,Flamengo,Palmeiras,3,0,1.525066703815585,0.9989644170755277,2.070534304829187,0.869329547257398
1005972,2023-11-09T22:00:00+00:00,FT,Corinthians,Atletico-MG,1,1,0.7801262030233679,0.8014038291826057,1.6904629377861289,0.7899575391641759
1005973,2023-11-09T22:00:00+00:00,FT,Goias,Santos,0,1,1.0795647604247394,1.3648352871268625,1.0712459996220114,1.1841279971885488
1005977,2023-11-09T23:00:00+00:00,FT,Bahia,Cuiaba,0,3,0.6412414836359072,0.979493539959587,0.42864762716900356,0.6690147329400797
1005970,2023-11-09T23:00:00+00:00,FT,Botafogo,Gremio,3,4,1.056665661338126,1.6194222902849686,1.857714717839532,1.309908175229462
1005986,2023-11-11T19:00:00+00:00,FT,Coritiba,Cruzeiro,1,0,1.705346243769815,1.2230735103279207,0.9528406169231819,1.097658926204395
1005979,2023-11-11T21:30:00+00:00,FT,Flamengo,Fluminense,1,1,2.0167122754230067,0.6659755062419871,0.6827288178142054,1.1804489263048208
1005981,2023-11-12T00:00:00+00:00,FT,Palmeiras,Internacional,3,0,1.3803551367453948,1.5795541289534358,1.4100771842208686,1.0007354166201377
1005983,2023-11-12T19:00:00+00:00,FT,RB Bragantino,Botafogo,2,2,0.9400934169206587,0.6363472622136983,1.704445275661978,2.4129500327778026
1005985,2023-11-12T19:00:00+00:00,FT,Gremio,Corinthians,0,1,2.5718109153239976,1.873272987338469,0.8534175819330623,0.8676026550797131
1005987,2023-11-12T21:30:00+00:00,FT,Bahia,Atletico Paranaense,1,1,0.42749399213846107,1.6529967340125171,0.8030844536959325,1.075061702985849
1005982,2023-11-12T21:30:00+00:00,FT,Santos,Sao Paulo,0,0,1.0474972963845277,0.7894180548812942,0.9885777796950862,0.8046191225904671
1005980,2023-11-12T21:30:00+00:00,FT,Vasco DA Gama,America Mineiro,2,1,1.1757744804498824,0.5204754477963478,0.9426165194499372,2.1749244055165566
1005984,2023-11-12T21:30:00+00:00,FT,Atletico-MG,Goias,2,1,1.460308269552687,0.8599718009630891,0.7197092842296744,1.2432233368348329
1005988,2023-11-12T21:30:00+00:00,FT,Cuiaba,Fortaleza EC,2,1,1.2857664092107188,0.44600947736935553,0.7405483215262384,1.6583439574665875
1005947,2023-11-18T21:30:00+00:00,FT,Fortaleza EC,Cruzeiro,0,1,0.8270324148053887,1.7722295689440755,0.6352263417760616,1.0651058753508171
1005974,2023-11-22T22:00:00+00:00,FT,Cruzeiro,Vasco DA Gama,2,2,0.7568177490687066,0.7100700349610917,1.4505167448353358,0.6803172121871931
1005959,2023-11-23T00:30:00+00:00,FT,Fluminense,Sao Paulo,1,0,0.7884860419602779,1.1202991912590403,0.6590513439414103,0.5364123339569349
1005937,2023-11-23T22:00:00+00:00,FT,Fortaleza EC,Botafogo,2,2,0.5513545172224253,1.514819314875623,1.8029636693399222,2.2752998091529055
1005939,2023-11-24T00:30:00+00:00,FT,Flamengo,RB Bragantino,1,0,1.677807659935402,0.7773171762079594,1.2933961572085495,1.0908988771883552
1005992,2023-11-25T00:00:00+00:00,FT,Corinthians,Bahia,1,5,0.9022784382890064,0.57840147213479,0.6183295246800489,1.4353309317816092
1005996,2023-11-25T22:30:00+00:00,FT,Atletico Paranaense,Vasco DA Gama,0,0,0.8687230367476981,1.0500411095491293,1.6336780185723871,1.1202119279455864
1005989,2023-11-26T00:00:00+00:00,FT,Fluminense,Coritiba,2,1,0.8589907672700804,0.7468657428164607,1.4702305869773091,0.8153819202382891
1005990,2023-11-26T19:00:00+00:00,FT,Botafogo,Santos,1,1,1.8686425138851661,2.1835331115691865,0.6983311712322469,0.5262784321829579
1005994,2023-11-26T19:00:00+00:00,FT,Atletico-MG,Gremio,3,0,1.6402056983550635,0.9066479153917628,1.7145397271047431,1.5821816916935423
1005995,2023-11-26T21:30:00+00:00,FT,Internacional,RB Bragantino,1,0,0.9400509719533943,1.6671576309230924,0.8622636606779073,1.060599220245947
1005998,2023-11-26T21:30:00+00:00,FT,America Mineiro,Flamengo,0,3,0.9617443660043606,2.116616210278637,1.4518715405439295,0.518211183889281
1005991,2023-11-26T21:30:00+00:00,FT,Sao Paulo,Cuiaba,0,0,0.4393673363218329,0.6909417151585316,1.5238445180614604,0.6306731751427775
1005997,2023-11-26T21:30:00+00:00,FT,Fortaleza EC,Palmeiras,2,2,1.0342368422524264,1.6765463765189583,1.9202373139856943,1.0530355435799263
1005993,2023-11-28T00:00:00+00:00,FT,Goias,Cruzeiro,0,1,0.8131396190663166,1.4954824844193566,1.171212259597757,1.1400471329116286
1006000,2023-11-29T00:30:00+00:00,FT,Vasco DA Gama,Corinthians,2,4,1.089118305065619,0.746807695524078,0.9348523145631547,2.0522686602850833
1006002,2023-11-29T22:00:00+00:00,FT,Santos,Fluminense,0,3,0.7988875165463899,0.6841857298999561,1.2393274393806324,0.8312438864919666
1005999,2023-11-29T22:30:00+00:00,FT,Flamengo,Atletico-MG,0,3,1.967914714761198,0.34547400396361133,2.093470776855042,0.6044317360440755
1006007,2023-11-29T23:00:00+00:00,FT,Bahia,Sao Paulo,0,1,2.0788873528415666,1.2902205215314981,0.292911456967631,0.46062765193485905
1006008,2023-11-29T23:00:00+00:00,FT,Cuiaba,Internacional,0,2,1.0158959965348244,0.42044863905440316,0.9600339950258334,1.1114380389685812
1006001,2023-11-30T00:30:00+00:00,FT,Palmeiras,America Mineiro,4,0,1.9468248942497892,1.3686905791663395,0.6411626905064253,2.4110776757438854
1006006,2023-11-30T00:30:00+00:00,FT,Coritiba,Botafogo,1,1,1.3134869503393796,1.2102548846757375,1.5790948104065656,1.7890218034442846
1006005,2023-11-30T22:00:00+00:00,FT,Gremio,Goias,2,1,1.1430260922429412,2.054788119030255,0.5420928932330916,1.3303215428533972
1006004,2023-11-30T23:00:00+00:00,FT,Cruzeiro,Atletico Paranaense,1,1,1.1141414672044823,0.7600311609607514,0.579148492296487,0.7000271659899896
1006003,2023-11-30T23:30:00+00:00,FT,RB Bragantino,Fortaleza EC,1,2,0.5748422430619777,1.0403994662915517,1.3561581159180838,1.7843643250578536
1006012,2023-12-02T21:00:00+00:00,FT,Corinthians,Internacional,1,2,1.9565686774924027,2.0348457655464736,1.3066894887303173,0.7409585230250118
1006014,2023-12-03T00:00:00+00:00,FT,Atletico-MG,Sao Paulo,2,1,2.3956473229188378,0.40295439845146624,0.5286077458898434,0.3070850309918001
1006011,2023-12-03T19:00:00+00:00,FT,Palmeiras,Fluminense,1,0,2.6312169095092455,0.9124601772299132,1.8262185616232351,0.5541624641354111
1006009,2023-12-03T19:00:00+00:00,FT,Flamengo,Cuiaba,2,1,1.3119428428433195,1.2303164077595314,0.6772638426502018,0.9469660004308331
1006010,2023-12-03T21:30:00+00:00,FT,Botafogo,Cruzeiro,0,0,1.3860631185598893,1.5260144152139596,1.0760942940500993,0.8400208105963748
